concept	physiological	stability	love	esteem	spiritual growth
puzzle	0.0	0.0	0.25679809653297075	0.0	0.0
escort	0.0	0.0	0.0	0.32771453590192645	0.0
55	0.0	0.27791701475912	0.0	0.0	0.0
exhibit	0.0	0.0	0.0	0.0	0.3601366742596811
stand	0.07529043789097409	0.12351867322627556	0.014266560918498376	0.054619089316987744	0.040015186028853456
logo	0.0	0.0	0.0	0.0	0.3601366742596811
love	0.053901108944674626	0.01263259157996	0.0992174463877387	0.04717103168285305	0.0954907848415821
american	0.0	0.0	0.0	0.32771453590192645	0.0
retire	0.0	0.0	0.0	0.0	0.3601366742596811
trade	0.08470174262734584	0.06947925368978	0.06419952413324269	0.0	0.09003416856492027
suspicious	0.0	0.27791701475912	0.0	0.0	0.0
wrestle	0.0	0.0	0.0	0.0	0.3601366742596811
scale	0.0	0.27791701475912	0.0	0.0	0.0
chaperone	0.0	0.0	0.25679809653297075	0.0	0.0
mouth	0.20328418230563003	0.0	0.051359619306594155	0.06554290718038529	0.0
whenever	0.16940348525469168	0.0	0.0	0.16385726795096323	0.0
rot	0.0	0.27791701475912	0.0	0.0	0.0
oily	0.33880697050938335	0.0	0.0	0.0	0.0
seed	0.25410522788203754	0.0	0.06419952413324269	0.0	0.0
bite	0.15058087578194818	0.06175933661313778	0.0	0.07282545242265032	0.040015186028853456
advantage	0.0	0.27791701475912	0.0	0.0	0.0
decline	0.0	0.27791701475912	0.0	0.0	0.0
shade	0.33880697050938335	0.0	0.0	0.0	0.0
repairman	0.0	0.27791701475912	0.0	0.0	0.0
without	0.02117543565683646	0.12158869395711501	0.032099762066621344	0.06144647548161121	0.0675256264236902
quaint	0.0	0.0	0.0	0.0	0.3601366742596811
embarrass	0.0	0.0	0.0	0.32771453590192645	0.0
male	0.0	0.0	0.25679809653297075	0.0	0.0
weary	0.0	0.0	0.0	0.0	0.3601366742596811
slip	0.0	0.0	0.1100563270855589	0.04681636227170378	0.15434428896843475
kelsi	0.0	0.0	0.25679809653297075	0.0	0.0
rate	0.0	0.22233361180729602	0.0	0.0	0.07202733485193621
fancy	0.11293565683646113	0.09263900491970667	0.08559936551099026	0.0	0.0
cleaning	0.0	0.23821458407924573	0.0	0.0	0.05144809632281158
dead	0.0	0.13895850737956	0.06419952413324269	0.0	0.09003416856492027
borrow	0.030800633682671216	0.10106073263968	0.0	0.08937669160961631	0.09821909297991302
deadpool	0.0	0.0	0.0	0.0	0.3601366742596811
barren	0.0	0.0	0.25679809653297075	0.0	0.0
grocery	0.20849659723654362	0.021378231904547695	0.019753699733305444	0.02520881045399434	0.055405642193797094
bee	0.0	0.20843776106934	0.0	0.08192863397548161	0.0
thought	0.04235087131367292	0.03473962684489	0.0	0.08192863397548161	0.18006833712984055
politic	0.0	0.0	0.0	0.21847635726795098	0.12004555808656037
bagel	0.25410522788203754	0.06947925368978	0.0	0.0	0.0
unborn	0.0	0.27791701475912	0.0	0.0	0.0
luck	0.0	0.0	0.0	0.32771453590192645	0.0
appendicitis	0.0	0.27791701475912	0.0	0.0	0.0
hungry	0.33880697050938335	0.0	0.0	0.0	0.0
pursue	0.0	0.0	0.0	0.0	0.3601366742596811
sprain	0.0	0.0	0.25679809653297075	0.0	0.0
performer	0.0	0.0	0.17119873102198052	0.10923817863397549	0.0
2007	0.0	0.27791701475912	0.0	0.0	0.0
political	0.0	0.09263900491970667	0.0	0.10923817863397549	0.12004555808656037
price	0.0	0.27791701475912	0.0	0.0	0.0
worm	0.33880697050938335	0.0	0.0	0.0	0.0
associate	0.0	0.0	0.0	0.0	0.3601366742596811
shove	0.33880697050938335	0.0	0.0	0.0	0.0
weak	0.0	0.0	0.25679809653297075	0.0	0.0
horrified	0.0	0.0	0.25679809653297075	0.0	0.0
sailing	0.0	0.0	0.12839904826648538	0.0	0.18006833712984055
glance	0.0	0.0	0.25679809653297075	0.0	0.0
wikipedia	0.0	0.0	0.0	0.0	0.3601366742596811
Turns	0.33880697050938335	0.0	0.0	0.0	0.0
daycare	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
generic	0.0	0.27791701475912	0.0	0.0	0.0
doorknobs	0.0	0.27791701475912	0.0	0.0	0.0
formation	0.0	0.0	0.0	0.0	0.3601366742596811
count	0.0	0.27791701475912	0.0	0.0	0.0
modern	0.0	0.0	0.0	0.0	0.3601366742596811
hood	0.0	0.27791701475912	0.0	0.0	0.0
detector	0.0	0.18527800983941334	0.0	0.0	0.12004555808656037
television	0.13552278820375335	0.055583402951824006	0.0	0.0	0.14405466970387243
manage	0.0	0.10421888053467	0.06419952413324269	0.12289295096322242	0.0
swam	0.0	0.0	0.0	0.0	0.3601366742596811
player	0.0	0.018527800983941335	0.06847949240879221	0.17478108581436078	0.048018223234624145
Anti	0.0	0.27791701475912	0.0	0.0	0.0
boot	0.0	0.27791701475912	0.0	0.0	0.0
Willis	0.0	0.0	0.0	0.0	0.3601366742596811
bag	0.06776139410187668	0.11116680590364801	0.06847949240879221	0.0	0.048018223234624145
fork	0.11293565683646113	0.0	0.0	0.21847635726795098	0.0
critic	0.0	0.0	0.0	0.32771453590192645	0.0
Fairy	0.0	0.27791701475912	0.0	0.0	0.0
bleach	0.0	0.27791701475912	0.0	0.0	0.0
adoptable	0.0	0.0	0.25679809653297075	0.0	0.0
kitty	0.0	0.0	0.0	0.0	0.3601366742596811
mud	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
injure	0.0	0.11116680590364801	0.0	0.19662872154115588	0.0
visit	0.03388069705093834	0.041687552213868	0.07703942895989123	0.016385726795096322	0.14405466970387243
night	0.03939615936155621	0.03231593194873489	0.10451085324016252	0.05334887793752291	0.0711898077024951
let	0.03388069705093834	0.06947925368978	0.07703942895989123	0.057350043782837125	0.0630239179954442
sodium	0.0	0.27791701475912	0.0	0.0	0.0
postmaster	0.0	0.0	0.0	0.32771453590192645	0.0
driving	0.0	0.13895850737956	0.0	0.08192863397548161	0.09003416856492027
native	0.0	0.0	0.0	0.0	0.3601366742596811
lunch	0.2202245308310992	0.0	0.06419952413324269	0.0	0.03601366742596811
neck	0.33880697050938335	0.0	0.0	0.0	0.0
locker	0.0	0.15880972271949714	0.03668544236185297	0.09363272454340756	0.0
report	0.037645218945487044	0.12351867322627556	0.0	0.10923817863397549	0.040015186028853456
call	0.01594385743573569	0.13405408947204614	0.06344423561402807	0.034699186154321625	0.04236902050113895
sell	0.014116957104557641	0.22001763668430335	0.010699920688873783	0.027309544658493872	0.015005694760820046
money	0.03340350413472794	0.14874431775840227	0.025318122193391485	0.060004069953873855	0.030434085148705443
critical	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
pet	0.0	0.039702430679874286	0.14674176944741188	0.07022454340755567	0.02572404816140579
five	0.0	0.06947925368978	0.11234916723317472	0.06144647548161121	0.04501708428246014
bail	0.0	0.09263900491970667	0.08559936551099026	0.0	0.12004555808656037
supply	0.08470174262734584	0.06947925368978	0.0	0.0	0.18006833712984055
writer	0.0	0.27791701475912	0.0	0.0	0.0
court	0.0	0.06947925368978	0.12839904826648538	0.08192863397548161	0.0
10	0.056467828418230566	0.13895850737956	0.0	0.0	0.12004555808656037
filth	0.0	0.27791701475912	0.0	0.0	0.0
assistance	0.0	0.0	0.0	0.32771453590192645	0.0
Jerzy	0.0	0.0	0.25679809653297075	0.0	0.0
fixture	0.0	0.27791701475912	0.0	0.0	0.0
gallery	0.0	0.0	0.0	0.0	0.3601366742596811
pant	0.0	0.09263900491970667	0.0	0.10923817863397549	0.12004555808656037
mile	0.056467828418230566	0.09263900491970667	0.0	0.16385726795096323	0.0
helpful	0.0	0.0	0.12839904826648538	0.16385726795096323	0.0
MBTA	0.0	0.0	0.0	0.32771453590192645	0.0
fascination	0.0	0.0	0.0	0.0	0.3601366742596811
trip	0.007700158420667804	0.056846662109820006	0.08754480563624004	0.022344172902404077	0.13095879063988403
margery	0.33880697050938335	0.0	0.0	0.0	0.0
losing	0.0	0.0	0.0	0.32771453590192645	0.0
salt	0.0	0.0	0.0	0.0	0.3601366742596811
emily	0.0	0.166750208855472	0.051359619306594155	0.0	0.07202733485193621
steel	0.0	0.0	0.25679809653297075	0.0	0.0
decoration	0.0	0.0	0.0	0.0	0.3601366742596811
senior	0.0	0.09263900491970667	0.0	0.10923817863397549	0.12004555808656037
cheating	0.0	0.0	0.08559936551099026	0.21847635726795098	0.0
yard	0.03388069705093834	0.055583402951824006	0.025679809653297078	0.09831436077057794	0.10804100227790432
photo	0.0	0.03087966830656889	0.114132487347987	0.0	0.16006074411541382
odd	0.11293565683646113	0.0	0.17119873102198052	0.0	0.0
boardwalk	0.0	0.0	0.0	0.0	0.3601366742596811
deepen	0.0	0.0	0.0	0.0	0.3601366742596811
16	0.0	0.0	0.25679809653297075	0.0	0.0
Craigslist	0.0	0.0	0.25679809653297075	0.0	0.0
polish	0.0	0.0	0.0	0.32771453590192645	0.0
endeavor	0.0	0.27791701475912	0.0	0.0	0.0
cap	0.0	0.0	0.0	0.0	0.3601366742596811
thick	0.16940348525469168	0.0	0.0	0.16385726795096323	0.0
eventually	0.011293565683646112	0.15748630836350136	0.025679809653297078	0.032771453590192644	0.07202733485193621
jackpot	0.0	0.27791701475912	0.0	0.0	0.0
gastric	0.0	0.0	0.0	0.32771453590192645	0.0
superstar	0.0	0.0	0.0	0.32771453590192645	0.0
running	0.0	0.27791701475912	0.0	0.0	0.0
singer	0.0	0.0	0.0	0.32771453590192645	0.0
curdle	0.33880697050938335	0.0	0.0	0.0	0.0
captain	0.0	0.13895850737956	0.06419952413324269	0.08192863397548161	0.0
two	0.029040597472232862	0.047642916815849146	0.1173934155579295	0.04681636227170378	0.05144809632281158
incessantly	0.0	0.0	0.0	0.32771453590192645	0.0
washer	0.0	0.27791701475912	0.0	0.0	0.0
Mauritius	0.0	0.0	0.0	0.0	0.3601366742596811
hideous	0.0	0.27791701475912	0.0	0.0	0.0
electric	0.0	0.27791701475912	0.0	0.0	0.0
appear	0.0	0.27791701475912	0.0	0.0	0.0
slow	0.0	0.27791701475912	0.0	0.0	0.0
badly	0.0	0.07579554947976	0.023345281502997344	0.17875338321923262	0.03273969765997101
Bean	0.0	0.0	0.25679809653297075	0.0	0.0
miserable	0.0	0.0	0.25679809653297075	0.0	0.0
rudeness	0.0	0.0	0.25679809653297075	0.0	0.0
beam	0.0	0.0	0.0	0.32771453590192645	0.0
unaware	0.0	0.27791701475912	0.0	0.0	0.0
bedsheet	0.0	0.27791701475912	0.0	0.0	0.0
Cancer	0.0	0.27791701475912	0.0	0.0	0.0
Virginia	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
windmill	0.0	0.0	0.0	0.32771453590192645	0.0
drop	0.0	0.12506265664160401	0.012839904826648539	0.06554290718038529	0.10804100227790432
moat	0.0	0.27791701475912	0.0	0.0	0.0
anaconda	0.0	0.0	0.0	0.0	0.3601366742596811
200	0.0	0.27791701475912	0.0	0.0	0.0
justine	0.0	0.0	0.25679809653297075	0.0	0.0
ebay	0.0	0.18527800983941334	0.08559936551099026	0.0	0.0
goodbye	0.0	0.0	0.17119873102198052	0.10923817863397549	0.0
Afterward	0.0	0.0	0.17119873102198052	0.10923817863397549	0.0
beside	0.0	0.09263900491970667	0.08559936551099026	0.054619089316987744	0.06002277904328018
tempt	0.33880697050938335	0.0	0.0	0.0	0.0
turner	0.0	0.27791701475912	0.0	0.0	0.0
sadden	0.0	0.27791701475912	0.0	0.0	0.0
cheat	0.0	0.0	0.12839904826648538	0.08192863397548161	0.09003416856492027
Tuesday	0.0	0.27791701475912	0.0	0.0	0.0
bay	0.0	0.27791701475912	0.0	0.0	0.0
fix	0.02117543565683646	0.17369813422445002	0.016049881033310672	0.06144647548161121	0.02250854214123007
reparation	0.0	0.0	0.25679809653297075	0.0	0.0
secret	0.0	0.0	0.25679809653297075	0.0	0.0
hate	0.04517426273458445	0.07411120393576534	0.017119873102198053	0.10923817863397549	0.07202733485193621
painter	0.0	0.0	0.0	0.32771453590192645	0.0
come	0.022036225724187536	0.09037951699483578	0.0814237867055761	0.06394429968818077	0.03513528529362742
overall	0.0	0.27791701475912	0.0	0.0	0.0
carly	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
consider	0.08470174262734584	0.0	0.06419952413324269	0.08192863397548161	0.09003416856492027
inch	0.0	0.27791701475912	0.0	0.0	0.0
finished	0.11293565683646113	0.09263900491970667	0.08559936551099026	0.0	0.0
despise	0.0	0.0	0.0	0.32771453590192645	0.0
food	0.1895022038442314	0.028262747263639323	0.03917259099655486	0.02777241829677343	0.03662406856878113
officer	0.0	0.20843776106934	0.0	0.040964316987740806	0.04501708428246014
listing	0.0	0.27791701475912	0.0	0.0	0.0
sweet	0.16940348525469168	0.0	0.12839904826648538	0.0	0.0
management	0.0	0.09263900491970667	0.0	0.21847635726795098	0.0
troupe	0.0	0.0	0.0	0.0	0.3601366742596811
brass	0.0	0.27791701475912	0.0	0.0	0.0
hill	0.0	0.07940486135974857	0.0	0.1872654490868151	0.05144809632281158
increase	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
marry	0.0	0.0	0.25679809653297075	0.0	0.0
splash	0.0	0.0	0.25679809653297075	0.0	0.0
ferry	0.0	0.0	0.12839904826648538	0.0	0.18006833712984055
since	0.036300746840291075	0.06947925368978	0.06419952413324269	0.09363272454340756	0.038586072242108686
flick	0.33880697050938335	0.0	0.0	0.0	0.0
light	0.02946147569646812	0.12083348467787827	0.022330269263736588	0.056993832330769816	0.07829058136080023
sedation	0.0	0.27791701475912	0.0	0.0	0.0
surmise	0.0	0.0	0.0	0.0	0.3601366742596811
treat	0.12705261394101877	0.06947925368978	0.06419952413324269	0.0	0.04501708428246014
weirdly	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
affect	0.33880697050938335	0.0	0.0	0.0	0.0
bruise	0.0	0.27791701475912	0.0	0.0	0.0
yellow	0.0	0.0	0.25679809653297075	0.0	0.0
scream	0.056467828418230566	0.16211825860948667	0.021399841377747565	0.054619089316987744	0.0
Big	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
newcomer	0.0	0.0	0.0	0.0	0.3601366742596811
turbulence	0.0	0.27791701475912	0.0	0.0	0.0
random	0.16940348525469168	0.0	0.12839904826648538	0.0	0.0
chest	0.0	0.09263900491970667	0.0	0.0	0.24009111617312073
knight	0.0	0.0	0.25679809653297075	0.0	0.0
worker	0.04840099578705477	0.05955364601981143	0.0	0.210673630222667	0.0
Chevrolet	0.0	0.0	0.0	0.32771453590192645	0.0
lift	0.08470174262734584	0.20843776106934	0.0	0.0	0.0
snuck	0.1452029873611643	0.039702430679874286	0.07337088472370594	0.0	0.05144809632281158
flight	0.0	0.09263900491970667	0.0	0.0	0.24009111617312073
korean	0.33880697050938335	0.0	0.0	0.0	0.0
recur	0.33880697050938335	0.0	0.0	0.0	0.0
mum	0.0	0.0	0.17119873102198052	0.0	0.12004555808656037
attitude	0.0	0.0	0.0	0.32771453590192645	0.0
onto	0.08470174262734584	0.06947925368978	0.06419952413324269	0.0	0.09003416856492027
Oreo	0.33880697050938335	0.0	0.0	0.0	0.0
purple	0.33880697050938335	0.0	0.0	0.0	0.0
whole	0.0	0.06947925368978	0.05349960344436891	0.10923817863397549	0.07502847380410023
behavior	0.11293565683646113	0.0	0.0	0.21847635726795098	0.0
bladder	0.0	0.27791701475912	0.0	0.0	0.0
impatiently	0.0	0.27791701475912	0.0	0.0	0.0
stone	0.0	0.27791701475912	0.0	0.0	0.0
Vaseline	0.0	0.27791701475912	0.0	0.0	0.0
gun	0.0	0.13895850737956	0.06419952413324269	0.08192863397548161	0.0
post	0.0	0.0	0.25679809653297075	0.0	0.0
prosthetic	0.0	0.27791701475912	0.0	0.0	0.0
herman	0.0	0.0	0.25679809653297075	0.0	0.0
pot	0.1452029873611643	0.07940486135974857	0.03668544236185297	0.0	0.05144809632281158
Holiday	0.0	0.0	0.25679809653297075	0.0	0.0
bit	0.10424829861827181	0.08551292761819078	0.03950739946661089	0.02520881045399434	0.055405642193797094
character	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
bankrupt	0.0	0.27791701475912	0.0	0.0	0.0
cushion	0.0	0.27791701475912	0.0	0.0	0.0
salesman	0.0	0.27791701475912	0.0	0.0	0.0
democracy	0.33880697050938335	0.0	0.0	0.0	0.0
truth	0.0	0.0	0.08559936551099026	0.21847635726795098	0.0
20	0.0	0.21615767814598225	0.0	0.0	0.08003037205770691
flower	0.0	0.27791701475912	0.0	0.0	0.0
bank	0.01992982179466961	0.21252477599226824	0.0	0.03855465128257958	0.021184510250569475
pedal	0.0	0.0	0.0	0.32771453590192645	0.0
vase	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
sunburn	0.0	0.27791701475912	0.0	0.0	0.0
stuff	0.13552278820375335	0.055583402951824006	0.051359619306594155	0.06554290718038529	0.0
spot	0.0	0.055583402951824006	0.07703942895989123	0.16385726795096323	0.0
saving	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
hayne	0.0	0.0	0.25679809653297075	0.0	0.0
margin	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
poster	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
filming	0.0	0.27791701475912	0.0	0.0	0.0
$	0.0	0.24317738791423002	0.0	0.040964316987740806	0.0
engagement	0.0	0.0	0.25679809653297075	0.0	0.0
ancestor	0.0	0.0	0.0	0.0	0.3601366742596811
world	0.0	0.166750208855472	0.051359619306594155	0.06554290718038529	0.0
freshener	0.0	0.27791701475912	0.0	0.0	0.0
sunflower	0.0	0.0	0.0	0.0	0.3601366742596811
patiently	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
outdoors	0.0	0.0	0.25679809653297075	0.0	0.0
sniff	0.0	0.0	0.0	0.0	0.3601366742596811
Yukon	0.0	0.0	0.0	0.0	0.3601366742596811
soft	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
sympathize	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
instructor	0.0	0.0	0.0	0.16385726795096323	0.18006833712984055
derek	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
guess	0.0	0.0	0.0	0.32771453590192645	0.0
nate	0.33880697050938335	0.0	0.0	0.0	0.0
chaplain	0.0	0.0	0.0	0.0	0.3601366742596811
rosemary	0.33880697050938335	0.0	0.0	0.0	0.0
spout	0.0	0.0	0.0	0.0	0.3601366742596811
repeat	0.0	0.0	0.0	0.32771453590192645	0.0
cereal	0.11293565683646113	0.18527800983941334	0.0	0.0	0.0
adequately	0.0	0.0	0.0	0.0	0.3601366742596811
stroke	0.0	0.0	0.0	0.32771453590192645	0.0
noon	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
acquaintance	0.0	0.27791701475912	0.0	0.0	0.0
example	0.0	0.0	0.0	0.32771453590192645	0.0
2	0.037645218945487044	0.09263900491970667	0.02853312183699675	0.07282545242265032	0.08003037205770691
chew	0.0	0.0	0.0	0.0	0.3601366742596811
cleanout	0.0	0.27791701475912	0.0	0.0	0.0
mushroom	0.0	0.0	0.0	0.0	0.3601366742596811
old	0.019177753047700946	0.07865575889409057	0.08721444787912215	0.05564963817202524	0.05436025271844243
sixty	0.0	0.09263900491970667	0.08559936551099026	0.0	0.12004555808656037
air	0.030800633682671216	0.07579554947976	0.04669056300599469	0.11916892214615507	0.03273969765997101
goggle	0.0	0.0	0.0	0.32771453590192645	0.0
birthday	0.0	0.03087966830656889	0.17119873102198052	0.03641272621132516	0.040015186028853456
ocean	0.0	0.0	0.0	0.0	0.3601366742596811
crew	0.0	0.0	0.0	0.0	0.3601366742596811
upgrade	0.0	0.0	0.0	0.32771453590192645	0.0
highest	0.0	0.0	0.0	0.32771453590192645	0.0
unfamiliar	0.0	0.0	0.0	0.0	0.3601366742596811
successful	0.0	0.046319502459853334	0.04279968275549513	0.054619089316987744	0.18006833712984055
photograph	0.0	0.13895850737956	0.0	0.0	0.18006833712984055
boiling	0.33880697050938335	0.0	0.0	0.0	0.0
75	0.0	0.0	0.0	0.32771453590192645	0.0
recruitment	0.0	0.0	0.0	0.0	0.3601366742596811
January	0.0	0.0	0.25679809653297075	0.0	0.0
supermarket	0.16940348525469168	0.13895850737956	0.0	0.0	0.0
musical	0.0	0.0	0.0	0.16385726795096323	0.18006833712984055
chelsea	0.0	0.0	0.0	0.32771453590192645	0.0
soothe	0.0	0.0	0.0	0.0	0.3601366742596811
Indonesia	0.0	0.0	0.0	0.0	0.3601366742596811
rant	0.0	0.0	0.0	0.32771453590192645	0.0
fan	0.07529043789097409	0.03087966830656889	0.0570662436739935	0.07282545242265032	0.08003037205770691
bottom	0.04840099578705477	0.11910729203962286	0.0	0.0	0.15434428896843475
hire	0.0	0.14822240787153068	0.017119873102198053	0.10923817863397549	0.024009111617312073
California	0.0	0.06947925368978	0.0	0.08192863397548161	0.18006833712984055
seafood	0.16940348525469168	0.0	0.0	0.0	0.18006833712984055
gas	0.0	0.22233361180729602	0.051359619306594155	0.0	0.0
Itza	0.0	0.0	0.0	0.0	0.3601366742596811
p.m.	0.33880697050938335	0.0	0.0	0.0	0.0
understand	0.0	0.0	0.20543847722637662	0.0	0.07202733485193621
many	0.009156945148902253	0.06760143602248865	0.02082146728645709	0.07085719695176788	0.1557347780582405
sunset	0.0	0.0	0.0	0.0	0.3601366742596811
babysitter	0.16940348525469168	0.0	0.12839904826648538	0.0	0.0
carefully	0.06776139410187668	0.166750208855472	0.051359619306594155	0.0	0.0
dare	0.16940348525469168	0.0	0.12839904826648538	0.0	0.0
cameron	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
beautiful	0.0	0.03087966830656889	0.114132487347987	0.01820636310566258	0.1400531511009871
tan	0.0	0.0	0.0	0.32771453590192645	0.0
account	0.0	0.13895850737956	0.0	0.16385726795096323	0.0
repellent	0.0	0.27791701475912	0.0	0.0	0.0
purchase	0.03388069705093834	0.11116680590364801	0.051359619306594155	0.0	0.10804100227790432
debate	0.0	0.27791701475912	0.0	0.0	0.0
cloudy	0.0	0.0	0.0	0.0	0.3601366742596811
card	0.052124149309135906	0.07482381166591692	0.019753699733305444	0.08823083658898019	0.08310846329069564
shy	0.0	0.18527800983941334	0.08559936551099026	0.0	0.0
terrence	0.0	0.0	0.0	0.32771453590192645	0.0
hundred	0.0	0.13895850737956	0.0	0.10923817863397549	0.06002277904328018
concerned	0.0	0.0	0.25679809653297075	0.0	0.0
ability	0.0	0.0	0.0	0.32771453590192645	0.0
school	0.009411304736371761	0.046319502459853334	0.06657728428632576	0.08799742167736914	0.10003796507213364
egyptian	0.16940348525469168	0.0	0.0	0.0	0.18006833712984055
reach	0.0	0.13895850737956	0.06419952413324269	0.08192863397548161	0.0
compliment	0.0	0.0	0.08559936551099026	0.16385726795096323	0.06002277904328018
90	0.0	0.27791701475912	0.0	0.0	0.0
tiny	0.0	0.0	0.0	0.0	0.3601366742596811
expiration	0.33880697050938335	0.0	0.0	0.0	0.0
serve	0.0	0.0	0.0	0.10923817863397549	0.24009111617312073
debt	0.0	0.20843776106934	0.0	0.0	0.09003416856492027
nickname	0.0	0.0	0.0	0.32771453590192645	0.0
glad	0.0	0.18527800983941334	0.0	0.0	0.12004555808656037
already	0.0	0.07940486135974857	0.18342721180926483	0.0	0.0
1975	0.0	0.27791701475912	0.0	0.0	0.0
despite	0.0	0.0	0.12839904826648538	0.16385726795096323	0.0
pinch	0.0	0.0	0.25679809653297075	0.0	0.0
raise	0.11293565683646113	0.09263900491970667	0.0	0.10923817863397549	0.0
race	0.017831945816283334	0.0	0.027031378582417977	0.22422573509079177	0.05686368540942333
ava	0.0	0.0	0.25679809653297075	0.0	0.0
italian	0.0	0.0	0.25679809653297075	0.0	0.0
August	0.0	0.0	0.0	0.0	0.3601366742596811
eva	0.0	0.0	0.0	0.32771453590192645	0.0
banker	0.0	0.27791701475912	0.0	0.0	0.0
ate	0.0	0.0	0.25679809653297075	0.0	0.0
pocket	0.07529043789097409	0.21615767814598225	0.0	0.0	0.0
locked	0.0	0.27791701475912	0.0	0.0	0.0
Tinder	0.0	0.0	0.25679809653297075	0.0	0.0
wide	0.22587131367292226	0.0	0.0	0.10923817863397549	0.0
Type	0.0	0.27791701475912	0.0	0.0	0.0
ballerina	0.0	0.0	0.08559936551099026	0.0	0.24009111617312073
either	0.0	0.27791701475912	0.0	0.0	0.0
chowe	0.33880697050938335	0.0	0.0	0.0	0.0
horror	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
wildly	0.0	0.0	0.25679809653297075	0.0	0.0
American	0.0	0.0	0.0	0.32771453590192645	0.0
oblige	0.0	0.06947925368978	0.06419952413324269	0.16385726795096323	0.0
progress	0.0	0.0	0.0	0.32771453590192645	0.0
Zumba	0.0	0.0	0.0	0.0	0.3601366742596811
awaken	0.0	0.27791701475912	0.0	0.0	0.0
zucchini	0.33880697050938335	0.0	0.0	0.0	0.0
fast	0.052124149309135906	0.021378231904547695	0.019753699733305444	0.17646167317796038	0.055405642193797094
omelet	0.33880697050938335	0.0	0.0	0.0	0.0
airplane	0.0	0.0	0.0	0.24578590192644484	0.09003416856492027
dining	0.0	0.0	0.25679809653297075	0.0	0.0
partie	0.0	0.0	0.25679809653297075	0.0	0.0
galavanting	0.0	0.0	0.25679809653297075	0.0	0.0
texte	0.0	0.0	0.12839904826648538	0.16385726795096323	0.0
scared	0.0	0.13895850737956	0.0	0.040964316987740806	0.1350512528473804
clear	0.056467828418230566	0.09263900491970667	0.04279968275549513	0.0	0.12004555808656037
eagerly	0.0	0.0	0.0	0.0	0.3601366742596811
spanish	0.0	0.0	0.12839904826648538	0.16385726795096323	0.0
blood	0.0	0.22233361180729602	0.0	0.06554290718038529	0.0
door	0.06515518663641988	0.14964762333183385	0.04938424933326361	0.01260440522699717	0.013851410548449274
research	0.0	0.13895850737956	0.0	0.08192863397548161	0.09003416856492027
careful	0.0	0.22233361180729602	0.0	0.0	0.07202733485193621
Sunday	0.0	0.0	0.08559936551099026	0.10923817863397549	0.12004555808656037
competition	0.0	0.0	0.0	0.32771453590192645	0.0
cram	0.0	0.0	0.0	0.0	0.3601366742596811
Year	0.0	0.0	0.0	0.32771453590192645	0.0
Chloe	0.0	0.06947925368978	0.12839904826648538	0.0	0.09003416856492027
abuse	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
towel	0.0	0.27791701475912	0.0	0.0	0.0
not	0.33880697050938335	0.0	0.0	0.0	0.0
strawberry	0.33880697050938335	0.0	0.0	0.0	0.0
keep	0.047275391233867446	0.0840214230667107	0.0776366338355493	0.05334887793752291	0.03350108597764475
hireability	0.0	0.0	0.0	0.32771453590192645	0.0
glove	0.11293565683646113	0.18527800983941334	0.0	0.0	0.0
knot	0.0	0.27791701475912	0.0	0.0	0.0
rash	0.0	0.27791701475912	0.0	0.0	0.0
scantron	0.0	0.0	0.0	0.0	0.3601366742596811
armed	0.33880697050938335	0.0	0.0	0.0	0.0
cone	0.33880697050938335	0.0	0.0	0.0	0.0
decent	0.0	0.13895850737956	0.12839904826648538	0.0	0.0
Popsicles	0.33880697050938335	0.0	0.0	0.0	0.0
meet	0.012548406315162347	0.020586445537712595	0.17119873102198052	0.024275150807550105	0.053353581371804605
waste	0.0	0.09263900491970667	0.08559936551099026	0.054619089316987744	0.06002277904328018
neither	0.08470174262734584	0.0	0.19259857239972808	0.0	0.0
outgrow	0.0	0.27791701475912	0.0	0.0	0.0
access	0.0	0.27791701475912	0.0	0.0	0.0
toilet	0.0	0.27791701475912	0.0	0.0	0.0
gotten	0.0	0.27791701475912	0.0	0.0	0.0
transform	0.0	0.0	0.0	0.32771453590192645	0.0
college	0.017831945816283334	0.04388163390933474	0.06757844645604494	0.017248133468522445	0.17059105622827
gold	0.0	0.0	0.0	0.32771453590192645	0.0
