concept	joy	trust	fear	surprise	sadness	disgust	anger	anticipation
chili	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
curveball	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
option	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
ghost	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
ladder	0.0	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.17226983080641617
expand	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
witless	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
landlord	0.0	0.0	0.21030330062444247	0.0	0.0	0.0	0.26168614357262104	0.0
underwater	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
playground	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
survive	0.11276499774470004	0.0	0.0	0.0	0.20385395537525355	0.0	0.0	0.0
counselor	0.0	0.0	0.14020220041629497	0.0	0.1359026369168357	0.0	0.0	0.11484655387094411
peel	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
hardware	0.0	0.0	0.0	0.15412722139179538	0.2718052738336714	0.0	0.0	0.0
say	0.09817188038950357	0.042064498898310744	0.029689877735215406	0.054397842844163075	0.05755876387065983	0.02328558366351722	0.012314642050476284	0.03648067005312342
pour	0.04510599909788002	0.05959137343927355	0.0	0.0	0.04077079107505071	0.06597582037996545	0.05233722871452421	0.13781586464513293
blame	0.0	0.0	0.14020220041629497	0.30825444278359077	0.0	0.0	0.0	0.0
activity	0.0	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.22969310774188822
judge	0.16914749661705006	0.0	0.0	0.0	0.0	0.16493955094991364	0.0	0.0
generously	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
delight	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
coaster	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
airport	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
classroom	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
there	0.08054642696050003	0.0	0.12017331464253855	0.09908178518043989	0.029121993625036223	0.0	0.0	0.024609975829488026
accelerate	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
granny	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
right	0.10613176258324711	0.03505374908192562	0.02474156477934617	0.0	0.04796563655888319	0.038809306105862036	0.03078660512619071	0.060801116755205706
English	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
griddle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
map	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
proceed	0.11276499774470004	0.14897843359818388	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
disgusting	0.0	0.0	0.0	0.0	0.0	0.3298791018998273	0.26168614357262104	0.0
idea	0.05638249887235002	0.0	0.05257582515611062	0.05779770802192327	0.0	0.0	0.0	0.17226983080641617
deceptive	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
preparation	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
avoid	0.06443714156840002	0.0851305334846765	0.06008665732126928	0.0	0.058243987250072446	0.0	0.0	0.0984399033179521
unchewed	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
training	0.08457374830852503	0.0	0.0	0.0	0.0	0.0	0.0	0.21533728850802022
recital	0.05638249887235002	0.0	0.10515165031222123	0.0	0.0	0.0	0.0	0.17226983080641617
puzzle	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
escort	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
55	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
exhibit	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stand	0.1252944419385556	0.0	0.04673406680543166	0.025687870231965896	0.06795131845841786	0.07330646708885051	0.0	0.0
logo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
love	0.19648446576728038	0.018057991951295017	0.006372827291649771	0.007005782790536153	0.01235478517425779	0.0	0.0	0.013050744758061832
retire	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
american	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
trade	0.11276499774470004	0.0	0.0	0.0	0.10192697768762678	0.0	0.0	0.08613491540320808
suspicious	0.0	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.17226983080641617
wrestle	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
scale	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
chaperone	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
mouth	0.04510599909788002	0.0	0.0	0.18495266567015445	0.0	0.1319516407599309	0.0	0.06890793232256646
whenever	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
rot	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
oily	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
seed	0.11276499774470004	0.14897843359818388	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
bite	0.05011777677542224	0.0	0.04673406680543166	0.0	0.045300878972278566	0.14661293417770102	0.05815247634947134	0.07656436924729608
advantage	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decline	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
shade	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
repairman	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.0
without	0.07047812359043752	0.0	0.02628791257805531	0.028898854010961636	0.07644523326572009	0.04123488773747841	0.13084307178631052	0.02153372885080202
quaint	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
embarrass	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
male	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
weary	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
slip	0.06443714156840002	0.0	0.18025997196380783	0.0660545234536266	0.058243987250072446	0.0	0.0	0.0
kelsi	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
rate	0.04510599909788002	0.0	0.0	0.09247633283507722	0.16308316430020284	0.0	0.0	0.06890793232256646
fancy	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
cleaning	0.06443714156840002	0.0	0.0	0.1321090469072532	0.0	0.0	0.0	0.14765985497692816
dead	0.05638249887235002	0.0	0.0	0.11559541604384654	0.20385395537525355	0.0	0.0	0.0
borrow	0.020502726862672734	0.054173975853885045	0.03823696374989863	0.04203469674321692	0.0	0.05997801852724133	0.0	0.18793072451609036
deadpool	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
barren	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
grocery	0.052045383574476946	0.09167903606042085	0.0	0.0	0.0	0.05075063106151189	0.0	0.18552135625306357
bee	0.05638249887235002	0.07448921679909194	0.10515165031222123	0.0	0.05096348884381339	0.08246977547495682	0.06542153589315526	0.0
thought	0.08457374830852503	0.0	0.05257582515611062	0.17339312406576982	0.0	0.0	0.0	0.04306745770160404
politic	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
unborn	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bagel	0.0	0.0	0.10515165031222123	0.0	0.0	0.0	0.0	0.2584047462096243
luck	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
appendicitis	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
hungry	0.03382949932341001	0.05959137343927355	0.021030330062444248	0.023119083208769306	0.10192697768762678	0.0	0.026168614357262105	0.12058888156449132
pursue	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
sprain	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
performer	0.15035333032626672	0.0	0.0	0.15412722139179538	0.0	0.0	0.0	0.0
2007	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
political	0.07517666516313336	0.0	0.0	0.0	0.2718052738336714	0.0	0.0	0.0
price	0.0	0.0	0.0	0.15412722139179538	0.1359026369168357	0.0	0.17445742904841402	0.0
worm	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
associate	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
weak	0.0	0.5959137343927355	0.0	0.0	0.0	0.0	0.0	0.0
horrified	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
shove	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
sailing	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
glance	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
wikipedia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
daycare	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
Turns	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
generic	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
doorknobs	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
formation	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
count	0.0	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.17226983080641617
modern	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hood	0.0	0.0	0.21030330062444247	0.2311908320876931	0.0	0.0	0.0	0.0
detector	0.0	0.0	0.0	0.15412722139179538	0.1359026369168357	0.0	0.0	0.11484655387094411
television	0.09021199819576003	0.0	0.08412132024977699	0.0	0.0	0.0	0.0	0.13781586464513293
manage	0.16914749661705006	0.0	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
swam	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
player	0.10524733122838671	0.039727582292849034	0.0	0.030825444278359076	0.0	0.0	0.0	0.13781586464513293
Anti	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
boot	0.04510599909788002	0.0	0.0	0.09247633283507722	0.0	0.0	0.20934891485809684	0.06890793232256646
Willis	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bag	0.12028266426101338	0.0	0.056080880166517987	0.030825444278359076	0.0	0.043983880253310306	0.0	0.06890793232256646
fork	0.07517666516313336	0.0	0.0	0.15412722139179538	0.0	0.0	0.17445742904841402	0.0
critic	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Fairy	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bleach	0.0	0.5959137343927355	0.0	0.0	0.0	0.0	0.0	0.0
kitty	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
adoptable	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
mud	0.11276499774470004	0.0	0.0	0.2311908320876931	0.0	0.0	0.0	0.0
injure	0.04510599909788002	0.0	0.16824264049955398	0.09247633283507722	0.08154158215010142	0.0	0.0	0.0
visit	0.12404149751917005	0.014897843359818388	0.031545495093666366	0.011559541604384653	0.030578093306288034	0.0	0.03925292153589315	0.06029444078224566
night	0.13636697401684655	0.006929229469682972	0.024453872165632846	0.03763571685148492	0.028444737959337704	0.023014821062778648	0.0	0.04807530162039521
let	0.09021199819576003	0.07448921679909194	0.010515165031222124	0.04623816641753861	0.05096348884381339	0.016493955094991363	0.06542153589315526	0.025840474620962426
sodium	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
postmaster	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
driving	0.05638249887235002	0.14897843359818388	0.10515165031222123	0.0	0.10192697768762678	0.0	0.0	0.0
native	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
lunch	0.12404149751917005	0.0	0.0	0.023119083208769306	0.04077079107505071	0.0	0.0	0.1033618984838497
neck	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.0
locker	0.03221857078420001	0.0	0.0	0.0	0.058243987250072446	0.0	0.14953493918435487	0.14765985497692816
report	0.10023555355084449	0.0	0.14020220041629497	0.0	0.0	0.0	0.05815247634947134	0.03828218462364804
call	0.06898564567911061	0.007010749816385124	0.08412132024977699	0.038078489990914156	0.04316907290299487	0.02328558366351722	0.06157321025238142	0.04864089340416457
sell	0.11276499774470004	0.024829738933030646	0.01752527505203687	0.019265902673974423	0.08493914807302232	0.0	0.0	0.057423276935472056
money	0.1048238007204254	0.016786302377260157	0.017772109911924714	0.039074506831722776	0.07465074422192383	0.0	0.014742881328034987	0.058232055483858985
critical	0.0	0.0	0.21030330062444247	0.0	0.20385395537525355	0.0	0.0	0.0
pet	0.14498356852890007	0.0	0.0	0.0660545234536266	0.058243987250072446	0.0	0.0	0.024609975829488026
five	0.18324312133513757	0.03724460839954597	0.05257582515611062	0.0	0.0	0.0	0.0	0.0
bail	0.07517666516313336	0.0	0.14020220041629497	0.0	0.1359026369168357	0.0	0.0	0.0
writer	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
supply	0.05638249887235002	0.0	0.10515165031222123	0.0	0.0	0.0	0.0	0.17226983080641617
court	0.0	0.0	0.21030330062444247	0.0	0.10192697768762678	0.16493955094991364	0.0	0.0
assistance	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
10	0.0	0.0	0.07010110020814748	0.07706361069589769	0.20385395537525355	0.0	0.0	0.057423276935472056
filth	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
Jerzy	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fixture	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
gallery	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
pant	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
mile	0.0	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.22969310774188822
helpful	0.15035333032626672	0.0	0.0	0.0	0.0	0.0	0.0	0.11484655387094411
MBTA	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fascination	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
trip	0.13839340632304095	0.013543493963471261	0.019118481874949314	0.03152602255741269	0.018532177761386687	0.0	0.0	0.0704740216935339
margery	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
losing	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
salt	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
emily	0.13531799729364005	0.0	0.0	0.0	0.08154158215010142	0.0	0.0	0.06890793232256646
steel	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
decoration	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
senior	0.15035333032626672	0.0	0.14020220041629497	0.0	0.0	0.0	0.0	0.0
cheating	0.0	0.0	0.0	0.15412722139179538	0.2718052738336714	0.0	0.0	0.0
yard	0.18042399639152007	0.0	0.0	0.04623816641753861	0.0	0.0	0.0	0.03445396616128323
photo	0.15035333032626672	0.0	0.0	0.05137574046393179	0.045300878972278566	0.0	0.0	0.03828218462364804
odd	0.07517666516313336	0.0	0.0	0.15412722139179538	0.0	0.21991940126655152	0.0	0.0
boardwalk	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
deepen	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
16	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
Craigslist	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
polish	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
endeavor	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cap	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
eventually	0.10524733122838671	0.019863791146424517	0.042060660124888495	0.04623816641753861	0.06795131845841786	0.0	0.017445742904841403	0.03445396616128323
thick	0.11276499774470004	0.0	0.0	0.0	0.0	0.3298791018998273	0.0	0.0
jackpot	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gastric	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
superstar	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
running	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
singer	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
curdle	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
captain	0.11276499774470004	0.0	0.0	0.11559541604384654	0.0	0.0	0.0	0.08613491540320808
two	0.12887428313680005	0.0170261066969353	0.012017331464253855	0.03963271407217595	0.023297594900028976	0.0	0.014953493918435487	0.06890793232256646
incessantly	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
washer	0.04510599909788002	0.0	0.08412132024977699	0.0	0.08154158215010142	0.1319516407599309	0.10467445742904842	0.0
Mauritius	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
hideous	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
electric	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
appear	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
Bean	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
slow	0.11276499774470004	0.09931895573212259	0.07010110020814748	0.0	0.06795131845841786	0.0	0.0	0.0
badly	0.0	0.0	0.07647392749979726	0.1681387869728677	0.1482574220910935	0.0	0.0	0.03132178741934839
miserable	0.0	0.0	0.0	0.0	0.1359026369168357	0.21991940126655152	0.17445742904841402	0.0
rudeness	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
beam	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
unaware	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
bedsheet	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
Cancer	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
Virginia	0.0	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.17226983080641617
windmill	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
drop	0.03382949932341001	0.0	0.06309099018733273	0.11559541604384654	0.12231237322515214	0.032987910189982726	0.026168614357262105	0.017226983080641616
moat	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
anaconda	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
200	0.0	0.0	0.0	0.0	0.0	0.0	0.26168614357262104	0.17226983080641617
Afterward	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ebay	0.07517666516313336	0.0	0.0	0.15412722139179538	0.0	0.0	0.0	0.11484655387094411
justine	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
goodbye	0.0	0.0	0.0	0.0	0.2718052738336714	0.0	0.0	0.11484655387094411
beside	0.03758833258156668	0.0	0.21030330062444247	0.07706361069589769	0.0	0.0	0.0	0.057423276935472056
tempt	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cheat	0.05638249887235002	0.0	0.0	0.0	0.10192697768762678	0.3298791018998273	0.0	0.0
sadden	0.0	0.0	0.0	0.2311908320876931	0.20385395537525355	0.0	0.0	0.0
turner	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
Tuesday	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
bay	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fix	0.07047812359043752	0.07448921679909194	0.02628791257805531	0.11559541604384654	0.0	0.0	0.03271076794657763	0.06460118655240607
painter	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
secret	0.15035333032626672	0.0	0.0	0.15412722139179538	0.0	0.0	0.0	0.0
reparation	0.0	0.5959137343927355	0.0	0.0	0.0	0.0	0.0	0.0
hate	0.0	0.0	0.0	0.0	0.21744421906693712	0.21991940126655152	0.06978297161936561	0.0
come	0.08251097395953662	0.05329309819772431	0.04445435622955694	0.04886960678276439	0.02983228615247613	0.010727775671539099	0.02978541471558288	0.06442611558613938
overall	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
carly	0.11276499774470004	0.0	0.0	0.0	0.0	0.0	0.0	0.17226983080641617
consider	0.16914749661705006	0.0	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
inch	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
finished	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
despise	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
food	0.09174101511433223	0.030300698358952653	0.03564462722448177	0.0470218641534291	0.08292364286450991	0.022364684874564562	0.01774143346255058	0.02919827640786715
troupe	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
listing	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
management	0.15035333032626672	0.0	0.0	0.0	0.0	0.21991940126655152	0.0	0.0
sweet	0.11276499774470004	0.0	0.0	0.0	0.0	0.3298791018998273	0.0	0.0
officer	0.0	0.07448921679909194	0.05257582515611062	0.0	0.0	0.08246977547495682	0.13084307178631052	0.12920237310481214
brass	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
hill	0.09665571235260004	0.0	0.06008665732126928	0.1321090469072532	0.058243987250072446	0.0	0.0	0.0
increase	0.11276499774470004	0.14897843359818388	0.0	0.0	0.0	0.0	0.0	0.08613491540320808
marry	0.21049466245677342	0.0	0.0	0.0	0.02718052738336714	0.0	0.0	0.0
splash	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ferry	0.05638249887235002	0.0	0.0	0.11559541604384654	0.20385395537525355	0.0	0.0	0.0
since	0.040273213480250016	0.04256526674233825	0.03004332866063464	0.08256815431703324	0.07280498406259055	0.023562792992844805	0.07476746959217744	0.04921995165897605
surmise	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
light	0.07844521582240004	0.025909292799684153	0.10972346119536129	0.020103550616321138	0.03545286180439192	0.0	0.0	0.07489992643757225
sedation	0.0	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.17226983080641617
flick	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
treat	0.11276499774470004	0.0	0.15772747546833185	0.0	0.0	0.0	0.0	0.04306745770160404
bruise	0.07517666516313336	0.0	0.0	0.30825444278359077	0.0	0.0	0.0	0.0
weirdly	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
affect	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
yellow	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
scream	0.0	0.0	0.14020220041629497	0.038531805347948846	0.06795131845841786	0.16493955094991364	0.043614357262103505	0.028711638467736028
Big	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
newcomer	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
turbulence	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
random	0.0	0.0	0.21030330062444247	0.2311908320876931	0.0	0.0	0.0	0.0
chest	0.0	0.0	0.14020220041629497	0.30825444278359077	0.0	0.0	0.0	0.0
knight	0.0	0.0	0.0	0.2311908320876931	0.20385395537525355	0.0	0.0	0.0
worker	0.09665571235260004	0.0	0.03004332866063464	0.0660545234536266	0.029121993625036223	0.0	0.07476746959217744	0.04921995165897605
Chevrolet	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
lift	0.05638249887235002	0.0	0.0	0.34678624813153963	0.0	0.0	0.0	0.0
snuck	0.09665571235260004	0.0	0.0	0.1321090469072532	0.0	0.0	0.07476746959217744	0.04921995165897605
flight	0.07517666516313336	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.11484655387094411
korean	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
recur	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
attitude	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
mum	0.0	0.0	0.0	0.0	0.1359026369168357	0.0	0.0	0.22969310774188822
onto	0.05638249887235002	0.0	0.0	0.0	0.0	0.0	0.0	0.2584047462096243
Oreo	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
purple	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
whole	0.0939708314539167	0.024829738933030646	0.03505055010407374	0.038531805347948846	0.05096348884381339	0.02748992515831894	0.021807178631051752	0.057423276935472056
behavior	0.07517666516313336	0.0	0.0	0.0	0.1359026369168357	0.0	0.17445742904841402	0.0
bladder	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
impatiently	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
Vaseline	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
stone	0.0	0.0	0.0	0.0	0.0	0.6597582037996546	0.0	0.0
post	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
gun	0.11276499774470004	0.0	0.21030330062444247	0.0	0.0	0.0	0.0	0.0
herman	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
prosthetic	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pot	0.12887428313680005	0.0	0.0	0.0660545234536266	0.0	0.09425117197137922	0.0	0.04921995165897605
Holiday	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bit	0.08674230595746157	0.04583951803021043	0.09706306182666576	0.0711356406423671	0.0	0.05075063106151189	0.0	0.026503050893294796
character	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
bankrupt	0.0	0.0	0.0	0.0	0.4077079107505071	0.0	0.0	0.0
cushion	0.0	0.0	0.42060660124888494	0.0	0.0	0.0	0.0	0.0
salesman	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
democracy	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
truth	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34453966161283234
vase	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
20	0.1252944419385556	0.06621263715474839	0.0	0.05137574046393179	0.0	0.0	0.05815247634947134	0.03828218462364804
bank	0.10613176258324711	0.03505374908192562	0.02474156477934617	0.027198921422081537	0.04796563655888319	0.0	0.03078660512619071	0.060801116755205706
flower	0.2255299954894001	0.0	0.0	0.0	0.0	0.0	0.0	0.0
pedal	0.0	0.0	0.0	0.4623816641753862	0.0	0.0	0.0	0.0
sunburn	0.0	0.0	0.0	0.0	0.0	0.0	0.5233722871452421	0.0
stuff	0.09021199819576003	0.0	0.0	0.0	0.16308316430020284	0.1319516407599309	0.0	0.0
